treecover,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,NDVI,SAVI,EVI,Brightness,Greenness
0,0.065485001,0.08743,0.103215002,0.265107512,0.198392496,0.130742505,0.439540088,0.279664248,0.290492266,0.360068083,0.098866209
0,0.057798751,0.084666252,0.09948875,0.241223752,0.251329988,0.187323749,0.415995896,0.252883732,0.252257556,0.378623754,0.08174178
0,0.045575,0.069995001,0.051679999,0.263897508,0.147572502,0.067272499,0.67247349,0.390307814,0.4305785,0.291777015,0.134891182
0,0.093507499,0.114710003,0.133107498,0.199300006,0.187612504,0.160909995,0.19913061,0.119279034,0.12762326,0.353445113,0.014477068
0,0.074312501,0.099310003,0.0806375,0.198530003,0.109897502,0.069527499,0.422300249,0.226958588,0.261980712,0.2671552,0.052967902
5,0.045822501,0.068290003,0.089189999,0.211400002,0.21943,0.133987501,0.406567097,0.228974894,0.217785493,0.322437108,0.080492355
13,0.033199999,0.05322,0.051679999,0.211867496,0.164677501,0.087595001,0.607812643,0.31469065,0.314599574,0.264642358,0.105796382
0,0.0398825,0.068235002,0.06301,0.209254995,0.191847503,0.100134999,0.537142098,0.284057289,0.283817381,0.29013142,0.093413688
12,0.036417499,0.058444999,0.050387502,0.215442494,0.164017498,0.096505001,0.620904326,0.323286474,0.331532598,0.27055639,0.104073301
0,0.0961475,0.119769998,0.139446259,0.19765,0.232148752,0.20456624,0.172662079,0.10429579,0.110803373,0.387880564,0.004692397
0,0.035757501,0.05553,0.05773,0.234115005,0.154282495,0.084844999,0.604379058,0.334127903,0.336019129,0.274968117,0.117856294
0,0.05762,0.082383752,0.091843754,0.263842493,0.257916242,0.156358749,0.483568698,0.301510185,0.310971111,0.385790586,0.107081734
0,0.051886249,0.075948752,0.095184997,0.199080005,0.211853743,0.149882495,0.353066146,0.196209714,0.188073441,0.321503192,0.06120294
0,0.025252501,0.045657501,0.037324999,0.216597497,0.147297502,0.071865,0.706012666,0.356679559,0.358214378,0.245279744,0.120843835
5,0.05872,0.067189999,0.069940001,0.141687497,0.10943,0.066969998,0.339027286,0.151232556,0.160018146,0.215079144,0.031561907
0,0.050607499,0.0742025,0.082259998,0.243465006,0.241622493,0.1467475,0.494911373,0.292842656,0.296885312,0.35581708,0.101217248
0,0.033887498,0.059531249,0.061497498,0.281318754,0.165392488,0.087938756,0.641221821,0.391226292,0.393621117,0.308928698,0.151391581
0,0.112729996,0.153044999,0.175292507,0.24165,0.220502496,0.187969998,0.159152627,0.108552322,0.114573032,0.431489348,0.011244916
0,0.094305001,0.123400003,0.136545002,0.203177497,0.208237499,0.186814994,0.196138009,0.119025916,0.126662329,0.374767751,0.010826596
