"point_id","cell_id","x","y","cover_class","canopy_cover","blue","green","red","nir","swir1","swir2","ndvi","savi","evi","Brightness","Greenness","spatial_fold"
1439,3676639,-99.3573984320482,18.9598873023908,2,21,0.0292674992233515,0.0573174990713596,0.0430449992418289,0.315735012292862,0.19795249402523,0.0904550030827522,0.760047972202301,0.476297795772552,0.503304302692413,0.186907142400742,0.336752355098724,5
1440,2799086,-98.869343738186,19.0628342339509,2,36.6955833435059,0.0446400009095669,0.0568225011229515,0.0697475001215935,0.171689987182617,0.176103740930557,0.115108750760555,0.422231405973434,0.206239551305771,0.203012019395828,0.0604615248739719,0.265055119991302,3
1441,3821996,-99.2681957243351,18.942909143521,2,23.4438133239746,0.0309174992144108,0.051597498357296,0.0387549996376038,0.251907497644424,0.183019995689392,0.0763199999928474,0.733333349227905,0.404380828142166,0.425434976816177,0.143684506416321,0.288764744997025,2
1442,2749479,-99.2102543885094,19.0684936202409,2,37.7389945983887,0.0302575007081032,0.0512400008738041,0.0509374998509884,0.208622500300407,0.166492506861687,0.113169997930527,0.607508838176727,0.311400681734085,0.306228160858154,0.101288132369518,0.266342908143997,3
1443,3469131,-99.4457926560055,18.9841418150621,2,25.996862411499,0.0281125009059906,0.0566025003790855,0.0417524985969067,0.275502502918243,0.18546749651432,0.0740649998188019,0.736789047718048,0.429027676582336,0.444332927465439,0.160838261246681,0.303744107484818,5
1444,3603706,-99.1603978902408,18.9685111291184,2,30.6317310333252,0.0533025003969669,0.0770625025033951,0.0603974983096123,0.228147506713867,0.201472505927086,0.0999974980950356,0.581365168094635,0.319100379943848,0.352189958095551,0.0992302149534225,0.31358590722084,1
1445,3663501,-99.1757590815992,18.9615042699022,2,39.7203025817871,0.0589400008320808,0.073294997215271,0.072222501039505,0.266482502222061,0.204030007123947,0.100134998559952,0.573537468910217,0.347428470849991,0.386120647192001,0.121671415865421,0.341534197330475,1
1446,1657094,-98.9232426552332,19.1965035482279,2,21.9018650054932,0.0438150018453598,0.0593524985015392,0.0660075023770332,0.152219995856285,0.170617505908012,0.0973849967122078,0.395057886838913,0.180052623152733,0.176715284585953,0.049986407160759,0.247270599007607,4
1447,2089926,-98.90815095846,19.1458385662036,2,20.2938632965088,0.048957496881485,0.0606174990534782,0.07931749522686,0.158490002155304,0.200482502579689,0.166891247034073,0.332926869392395,0.160961717367172,0.156194061040878,0.0376311354339123,0.285733431577682,1
1448,82691,-98.8787760486693,19.3808378445292,2,27.3132076263428,0.0531099997460842,0.0612775012850761,0.0644674971699715,0.14988249540329,0.162945002317429,0.100052498281002,0.398483783006668,0.179355353116989,0.187583044171333,0.0420858114957809,0.247041463851929,3
1449,3622609,-99.0291540272309,18.9663551724365,2,21.0245513916016,0.0300374999642372,0.0622950010001659,0.0617174990475178,0.285650014877319,0.199767500162125,0.105717502534389,0.644655883312225,0.396402716636658,0.391306042671204,0.155573263764381,0.331141918897629,3
1450,3420773,-99.4501045693693,18.989801201352,2,27,0.0498649999499321,0.0746700018644333,0.0886812508106232,0.2629075050354,0.232244998216629,0.146348744630814,0.495539903640747,0.306884497404099,0.306518882513046,0.113044530153275,0.363564312458038,5
1451,3840207,-99.3234421143085,18.9407531868391,2,24.539909362793,0.0299824997782707,0.0457675009965897,0.0385349988937378,0.270882487297058,0.160387501120567,0.0692799985408783,0.750919044017792,0.430582791566849,0.454790115356445,0.158784687519073,0.284410297870636,2
1452,578637,-99.2253460852826,19.3226270141183,2,27.1615829467773,0.0492875017225742,0.0686749964952469,0.0655950009822845,0.2466000020504,0.154502496123314,0.0854225009679794,0.579781889915466,0.334288567304611,0.356164991855621,0.11401803791523,0.294637680053711,3
1453,1797577,-98.9068034855338,19.1800643785285,2,22.5983982086182,0.0417524985969067,0.062185000628233,0.0596274994313717,0.166217505931854,0.181562498211861,0.105305001139641,0.471960872411728,0.220274314284325,0.220074728131294,0.0618670731782913,0.260001212358475,1
1454,3279249,-99.1267110670863,19.0065098656366,2,27.275598526001,0.042178750038147,0.0645362511277199,0.0734325051307678,0.287629991769791,0.228986248373985,0.123977497220039,0.593242108821869,0.373139262199402,0.379275888204575,0.145692780613899,0.360440969467163,4
1455,3421486,-99.2579549300961,18.989801201352,2,35,0.0433475002646446,0.0706000030040741,0.0753162503242493,0.26325124502182,0.199313759803772,0.124953746795654,0.555088698863983,0.336171507835388,0.338002234697342,0.122718691825867,0.334747791290283,5
1456,3068761,-99.3978226198336,19.0310338728931,2,29.8031959533691,0.0424537509679794,0.0649487525224686,0.0718787536025047,0.227061241865158,0.2027787566185,0.136655002832413,0.519109129905701,0.291353195905685,0.289534568786621,0.0975320264697075,0.315430283546448,3
